date,store_id,city,sku_id,product_name,actual_demand,predicted_demand,opening_inventory,received_qty,units_sold,lost_sales,ending_inventory,safety_stock,reorder_point,inventory_position,order_qty,revenue,stockout_flag
2026-05-23,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,32,29.07,78,65,32,0,46,13.02,100.24,121,0,4000.0,False
2026-05-23,ST005,Hyderabad,SKU005,Instant Coffee 100g,20,25.94,29,0,20,0,9,16.59,94.41,82,65,3330.0,False
2026-05-24,ST001,Chennai,SKU001,Shampoo 340ml,29,31.1,78,66,29,0,49,15.41,108.7,128,0,8586.9,False
2026-05-24,ST001,Chennai,SKU002,Bath Soap 100g,59,45.13,166,127,59,0,107,19.39,154.79,107,139,3245.0,False
2026-05-24,ST001,Chennai,SKU003,Laundry Detergent 1kg,43,38.34,70,0,43,0,27,21.08,136.1,112,101,9460.0,False
2026-05-24,ST001,Chennai,SKU004,Dishwash Liquid 500ml,37,35.34,89,0,37,0,52,18.25,124.28,145,0,4625.0,False
2026-05-24,ST001,Chennai,SKU005,Instant Coffee 100g,30,25.04,75,0,30,0,45,14.64,89.77,109,0,5550.0,False
2026-05-24,ST002,Bengaluru,SKU001,Shampoo 340ml,24,28.53,84,81,24,0,60,15.17,100.76,134,0,7896.0,False
2026-05-24,ST002,Bengaluru,SKU002,Bath Soap 100g,37,48.5,94,0,37,0,57,18.23,163.72,147,114,2035.0,False
2026-05-24,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,48,38.84,155,122,48,0,107,22.46,138.96,107,110,10560.0,False
2026-05-24,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,27,33.43,71,0,27,0,44,16.51,116.8,105,79,3375.0,False
2026-05-24,ST002,Bengaluru,SKU005,Instant Coffee 100g,18,25.35,82,0,18,0,64,16.94,92.99,123,0,3330.0,False
2026-05-24,ST003,Mumbai,SKU001,Shampoo 340ml,31,32.24,56,0,31,0,25,20.26,116.99,118,0,9689.05,False
2026-05-24,ST003,Mumbai,SKU002,Bath Soap 100g,60,53.43,113,0,60,0,53,23.27,183.57,236,0,3300.0,False
2026-05-24,ST003,Mumbai,SKU003,Laundry Detergent 1kg,35,43.7,137,94,35,0,102,22.08,153.18,197,0,7700.0,False
2026-05-24,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,46,41.67,73,0,46,0,27,18.23,143.23,93,134,5175.0,False
2026-05-24,ST003,Mumbai,SKU005,Instant Coffee 100g,32,30.03,75,75,32,0,43,19.09,109.17,122,0,5920.0,False
2026-05-24,ST004,Delhi,SKU001,Shampoo 340ml,22,24.88,53,0,22,0,31,15.47,90.11,81,59,7238.0,False
2026-05-24,ST004,Delhi,SKU002,Bath Soap 100g,49,43.9,97,0,49,0,48,16.71,148.4,184,0,2695.0,False
2026-05-24,ST004,Delhi,SKU003,Laundry Detergent 1kg,38,34.8,90,0,38,0,52,15.43,119.82,162,0,8360.0,False
2026-05-24,ST004,Delhi,SKU004,Dishwash Liquid 500ml,46,32.87,51,0,46,0,5,17.69,116.29,144,0,5175.0,False
2026-05-24,ST004,Delhi,SKU005,Instant Coffee 100g,25,23.25,63,47,25,0,38,13.69,83.44,103,0,4625.0,False
2026-05-24,ST005,Hyderabad,SKU001,Shampoo 340ml,23,24.36,36,0,23,0,13,15.01,88.07,109,0,7567.0,False
2026-05-24,ST005,Hyderabad,SKU002,Bath Soap 100g,48,40.79,134,98,48,0,86,21.04,143.42,186,0,2640.0,False
2026-05-24,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,41,34.6,45,0,41,0,4,18.84,122.62,94,98,9020.0,False
2026-05-24,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,30,30.08,121,75,30,0,91,13.02,103.24,91,73,3375.0,False
2026-05-24,ST005,Hyderabad,SKU005,Instant Coffee 100g,24,22.92,46,37,24,0,22,16.58,85.35,123,0,4440.0,False
2026-05-25,ST001,Chennai,SKU001,Shampoo 340ml,26,23.83,49,0,26,0,23,15.43,86.91,102,0,8554.0,False
2026-05-25,ST001,Chennai,SKU002,Bath Soap 100g,32,44.19,107,0,32,0,75,20.69,153.26,214,0,1760.0,False
2026-05-25,ST001,Chennai,SKU003,Laundry Detergent 1kg,34,32.63,112,85,34,0,78,21.45,119.34,179,0,7480.0,False
2026-05-25,ST001,Chennai,SKU004,Dishwash Liquid 500ml,15,29.36,52,0,15,0,37,17.8,105.87,130,0,1875.0,False
2026-05-25,ST001,Chennai,SKU005,Instant Coffee 100g,24,21.86,45,0,24,0,21,14.64,80.22,85,0,4440.0,False
2026-05-25,ST002,Bengaluru,SKU001,Shampoo 340ml,29,25.8,60,0,29,0,31,15.22,92.61,105,0,9541.0,False
2026-05-25,ST002,Bengaluru,SKU002,Bath Soap 100g,36,42.38,147,90,36,0,111,19.14,146.28,225,0,1980.0,False
2026-05-25,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,26,36.18,107,0,26,0,81,23.03,131.57,191,0,5720.0,False
2026-05-25,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,40,37.37,105,61,40,0,65,16.07,128.17,144,0,4000.0,False
2026-05-25,ST002,Bengaluru,SKU005,Instant Coffee 100g,24,22.85,64,0,24,0,40,16.45,85.0,99,0,4440.0,False
2026-05-25,ST003,Mumbai,SKU001,Shampoo 340ml,21,26.64,118,93,21,0,97,20.09,100.0,97,57,6909.0,False
2026-05-25,ST003,Mumbai,SKU002,Bath Soap 100g,56,59.3,53,0,53,3,0,21.78,199.68,183,136,2332.0,True
2026-05-25,ST003,Mumbai,SKU003,Laundry Detergent 1kg,29,35.8,102,0,29,0,73,20.17,127.57,168,0,6380.0,False
2026-05-25,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,33,29.88,93,66,33,0,60,19.41,109.04,194,0,4125.0,False
2026-05-25,ST003,Mumbai,SKU005,Instant Coffee 100g,32,25.16,43,0,32,0,11,18.47,93.94,90,55,5920.0,False
2026-05-25,ST004,Delhi,SKU001,Shampoo 340ml,24,21.19,81,50,24,0,57,14.8,78.38,116,0,7896.0,False
2026-05-25,ST004,Delhi,SKU002,Bath Soap 100g,33,38.15,48,0,33,0,15,17.12,131.57,151,0,1815.0,False
2026-05-25,ST004,Delhi,SKU003,Laundry Detergent 1kg,34,29.6,52,0,34,0,18,14.04,102.83,128,0,7480.0,False
2026-05-25,ST004,Delhi,SKU004,Dishwash Liquid 500ml,33,27.66,5,0,5,28,0,19.9,102.88,139,0,625.0,True
2026-05-25,ST004,Delhi,SKU005,Instant Coffee 100g,15,21.09,38,0,15,0,23,13.25,76.54,88,0,2775.0,False
2026-05-25,ST005,Hyderabad,SKU001,Shampoo 340ml,20,20.86,109,96,20,0,89,14.97,77.55,89,0,6580.0,False
2026-05-25,ST005,Hyderabad,SKU002,Bath Soap 100g,46,40.99,86,0,46,0,40,21.17,144.14,140,87,2150.5,False
2026-05-25,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,34,29.2,94,90,34,0,60,19.42,107.02,158,0,7480.0,False
2026-05-25,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,35,31.95,91,0,35,0,56,13.02,108.87,129,0,3718.75,False
2026-05-25,ST005,Hyderabad,SKU005,Instant Coffee 100g,20,17.39,58,36,20,0,38,15.31,67.47,103,0,3700.0,False
2026-05-26,ST001,Chennai,SKU001,Shampoo 340ml,20,24.8,102,79,20,0,82,14.86,89.27,82,57,6580.0,False
2026-05-26,ST001,Chennai,SKU002,Bath Soap 100g,44,43.57,75,0,44,0,31,21.92,152.63,170,0,2420.0,False
2026-05-26,ST001,Chennai,SKU003,Laundry Detergent 1kg,26,31.1,78,0,26,0,52,20.15,113.45,153,0,5720.0,False
2026-05-26,ST001,Chennai,SKU004,Dishwash Liquid 500ml,33,29.08,130,93,33,0,97,19.91,107.16,97,69,4125.0,False
2026-05-26,ST001,Chennai,SKU005,Instant Coffee 100g,24,21.72,85,64,24,0,61,14.64,79.81,61,63,4440.0,False
2026-05-26,ST002,Bengaluru,SKU001,Shampoo 340ml,21,24.11,105,74,21,0,84,15.07,87.39,84,52,6909.0,False
2026-05-26,ST002,Bengaluru,SKU002,Bath Soap 100g,40,42.71,111,0,40,0,71,19.82,147.95,185,0,2200.0,False
2026-05-26,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,44,43.92,81,0,44,0,37,24.02,155.78,147,97,7744.0,False
2026-05-26,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,40,38.9,65,0,40,0,25,16.4,133.1,104,107,4000.0,False
2026-05-26,ST002,Bengaluru,SKU005,Instant Coffee 100g,28,23.65,99,59,28,0,71,16.37,87.33,71,64,5180.0,False
2026-05-26,ST003,Mumbai,SKU001,Shampoo 340ml,37,29.22,97,0,37,0,60,20.45,108.1,117,0,12173.0,False
2026-05-26,ST003,Mumbai,SKU002,Bath Soap 100g,50,46.23,183,183,50,0,133,22.02,160.71,269,0,2750.0,False
2026-05-26,ST003,Mumbai,SKU003,Laundry Detergent 1kg,44,37.31,168,95,44,0,124,20.5,132.44,124,84,9196.0,False
2026-05-26,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,28,31.09,60,0,28,0,32,19.11,112.37,166,0,3500.0,False
2026-05-26,ST003,Mumbai,SKU005,Instant Coffee 100g,17,24.81,90,79,17,0,73,17.46,91.89,128,0,3145.0,False
2026-05-26,ST004,Delhi,SKU001,Shampoo 340ml,21,22.58,57,0,21,0,36,14.74,82.49,95,0,6909.0,False
2026-05-26,ST004,Delhi,SKU002,Bath Soap 100g,40,39.5,151,136,40,0,111,17.61,136.12,111,105,2200.0,False
2026-05-26,ST004,Delhi,SKU003,Laundry Detergent 1kg,23,30.38,128,110,23,0,105,13.98,105.12,105,61,5060.0,False
2026-05-26,ST004,Delhi,SKU004,Dishwash Liquid 500ml,26,27.06,139,139,26,0,113,19.7,100.89,113,0,3250.0,False
2026-05-26,ST004,Delhi,SKU005,Instant Coffee 100g,24,20.16,88,65,24,0,64,13.5,73.99,64,51,4440.0,False
2026-05-26,ST005,Hyderabad,SKU001,Shampoo 340ml,28,20.57,89,0,28,0,61,14.56,76.28,61,57,9212.0,False
2026-05-26,ST005,Hyderabad,SKU002,Bath Soap 100g,39,36.49,140,100,39,0,101,21.35,130.84,188,0,2145.0,False
2026-05-26,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,34,36.18,60,0,34,0,26,19.25,127.78,124,77,6732.0,False
2026-05-26,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,32,23.96,56,0,32,0,24,13.7,85.59,97,0,4000.0,False
2026-05-26,ST005,Hyderabad,SKU005,Instant Coffee 100g,20,18.33,103,65,20,0,83,15.25,70.25,83,0,3700.0,False
2026-05-27,ST001,Chennai,SKU001,Shampoo 340ml,14,24.14,82,0,14,0,68,14.86,87.28,125,0,4606.0,False
2026-05-27,ST001,Chennai,SKU002,Bath Soap 100g,49,43.18,170,139,49,0,121,21.82,151.36,121,117,2560.25,False
2026-05-27,ST001,Chennai,SKU003,Laundry Detergent 1kg,35,32.68,153,101,35,0,118,20.32,118.37,118,66,7700.0,False
2026-05-27,ST001,Chennai,SKU004,Dishwash Liquid 500ml,19,29.38,97,0,19,0,78,19.29,107.43,147,0,2375.0,False
2026-05-27,ST001,Chennai,SKU005,Instant Coffee 100g,13,22.04,61,0,13,0,48,14.43,80.56,111,0,2405.0,False
2026-05-27,ST002,Bengaluru,SKU001,Shampoo 340ml,27,25.26,84,0,27,0,57,15.16,90.94,109,0,8883.0,False
2026-05-27,ST002,Bengaluru,SKU002,Bath Soap 100g,54,44.05,185,114,54,0,131,20.21,152.36,131,110,2970.0,False
2026-05-27,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,38,33.96,147,110,38,0,109,23.99,125.88,206,0,8360.0,False
2026-05-27,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,44,38.15,104,79,44,0,60,15.51,129.97,167,0,4400.0,False
2026-05-27,ST002,Bengaluru,SKU005,Instant Coffee 100g,22,25.22,71,0,22,0,49,16.44,92.09,113,0,4070.0,False
2026-05-27,ST003,Mumbai,SKU001,Shampoo 340ml,34,32.44,60,0,34,0,26,19.79,117.12,83,100,9508.1,False
2026-05-27,ST003,Mumbai,SKU002,Bath Soap 100g,52,44.79,133,0,52,0,81,21.75,156.14,217,0,2860.0,False
2026-05-27,ST003,Mumbai,SKU003,Laundry Detergent 1kg,47,45.4,124,0,47,0,77,20.7,156.9,161,0,8272.0,False
2026-05-27,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,28,32.16,166,134,28,0,138,19.25,115.73,138,0,3500.0,False
2026-05-27,ST003,Mumbai,SKU005,Instant Coffee 100g,21,28.25,73,0,21,0,52,18.32,103.08,107,0,3885.0,False
2026-05-27,ST004,Delhi,SKU001,Shampoo 340ml,18,22.02,95,59,18,0,77,14.63,80.68,77,48,5922.0,False
2026-05-27,ST004,Delhi,SKU002,Bath Soap 100g,39,37.79,111,0,39,0,72,17.15,130.54,177,0,2145.0,False
2026-05-27,ST004,Delhi,SKU003,Laundry Detergent 1kg,28,30.05,105,0,28,0,77,14.52,104.67,138,0,6160.0,False
2026-05-27,ST004,Delhi,SKU004,Dishwash Liquid 500ml,33,27.42,113,0,33,0,80,19.79,102.05,80,77,4125.0,False
2026-05-27,ST004,Delhi,SKU005,Instant Coffee 100g,22,20.78,64,0,22,0,42,13.55,75.9,93,0,4070.0,False
2026-05-27,ST005,Hyderabad,SKU001,Shampoo 340ml,20,21.22,61,0,20,0,41,14.94,78.59,98,0,6580.0,False
2026-05-27,ST005,Hyderabad,SKU002,Bath Soap 100g,52,35.51,101,0,52,0,49,21.22,127.76,136,0,2860.0,False
2026-05-27,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,41,30.25,124,98,41,0,83,19.24,109.99,160,0,9020.0,False
2026-05-27,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,30,23.85,97,73,30,0,67,13.94,85.5,67,67,3750.0,False
2026-05-27,ST005,Hyderabad,SKU005,Instant Coffee 100g,15,16.92,83,0,15,0,68,14.82,65.58,68,0,2775.0,False
2026-05-28,ST001,Chennai,SKU001,Shampoo 340ml,18,23.99,68,0,18,0,50,16.32,88.28,107,0,5922.0,False
2026-05-28,ST001,Chennai,SKU002,Bath Soap 100g,38,40.85,121,0,38,0,83,21.78,144.33,200,0,2090.0,False
2026-05-28,ST001,Chennai,SKU003,Laundry Detergent 1kg,43,32.06,118,0,43,0,75,19.88,116.07,141,0,9460.0,False
2026-05-28,ST001,Chennai,SKU004,Dishwash Liquid 500ml,33,29.12,78,0,33,0,45,20.34,107.71,114,0,4125.0,False
2026-05-28,ST001,Chennai,SKU005,Instant Coffee 100g,17,21.15,48,0,17,0,31,15.25,78.71,94,0,3145.0,False
2026-05-28,ST002,Bengaluru,SKU001,Shampoo 340ml,21,25.44,57,0,21,0,36,15.17,91.49,88,55,6909.0,False
2026-05-28,ST002,Bengaluru,SKU002,Bath Soap 100g,40,43.35,131,0,40,0,91,20.31,150.35,201,0,2200.0,False
2026-05-28,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,50,33.73,109,0,50,0,59,23.93,125.13,156,0,11000.0,False
2026-05-28,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,37,29.8,60,0,37,0,23,16.57,105.96,130,0,4625.0,False
2026-05-28,ST002,Bengaluru,SKU005,Instant Coffee 100g,19,24.18,49,0,19,0,30,16.31,88.85,94,0,3515.0,False
2026-05-28,ST003,Mumbai,SKU001,Shampoo 340ml,24,26.92,83,57,24,0,59,19.81,100.56,159,0,7896.0,False
2026-05-28,ST003,Mumbai,SKU002,Bath Soap 100g,42,49.09,217,136,42,0,175,21.69,168.95,175,0,2310.0,False
2026-05-28,ST003,Mumbai,SKU003,Laundry Detergent 1kg,44,37.26,77,0,44,0,33,21.02,132.78,117,91,9680.0,False
2026-05-28,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,34,31.35,138,0,34,0,104,19.38,113.43,104,73,4250.0,False
2026-05-28,ST003,Mumbai,SKU005,Instant Coffee 100g,21,27.44,107,55,21,0,86,18.38,100.69,86,70,3885.0,False
2026-05-28,ST004,Delhi,SKU001,Shampoo 340ml,21,30.83,77,0,21,0,56,14.67,107.16,104,65,5527.2,False
2026-05-28,ST004,Delhi,SKU002,Bath Soap 100g,34,39.71,72,0,34,0,38,16.9,136.02,143,0,1870.0,False
2026-05-28,ST004,Delhi,SKU003,Laundry Detergent 1kg,31,30.06,77,0,31,0,46,14.57,104.74,107,0,6820.0,False
2026-05-28,ST004,Delhi,SKU004,Dishwash Liquid 500ml,28,27.58,80,0,28,0,52,19.55,102.3,129,0,3500.0,False
2026-05-28,ST004,Delhi,SKU005,Instant Coffee 100g,23,19.96,42,0,23,0,19,13.55,73.44,70,44,4255.0,False
2026-05-28,ST005,Hyderabad,SKU001,Shampoo 340ml,27,20.92,41,0,27,0,14,14.68,77.46,71,49,8883.0,False
2026-05-28,ST005,Hyderabad,SKU002,Bath Soap 100g,31,36.17,136,87,31,0,105,22.4,130.9,105,99,1619.75,False
2026-05-28,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,28,30.29,83,0,28,0,55,18.03,108.89,132,0,6160.0,False
2026-05-28,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,27,25.19,67,0,27,0,40,12.98,88.56,107,0,3375.0,False
2026-05-28,ST005,Hyderabad,SKU005,Instant Coffee 100g,15,18.05,68,0,15,0,53,14.97,69.13,53,53,2775.0,False
2026-05-29,ST001,Chennai,SKU001,Shampoo 340ml,17,24.37,107,57,17,0,90,16.58,89.69,90,0,5593.0,False
2026-05-29,ST001,Chennai,SKU002,Bath Soap 100g,43,43.53,83,0,43,0,40,20.68,151.27,157,0,2365.0,False
2026-05-29,ST001,Chennai,SKU003,Laundry Detergent 1kg,33,33.12,75,0,33,0,42,19.43,118.79,108,78,7260.0,False
2026-05-29,ST001,Chennai,SKU004,Dishwash Liquid 500ml,26,29.17,114,69,26,0,88,20.34,107.85,88,79,3250.0,False
2026-05-29,ST001,Chennai,SKU005,Instant Coffee 100g,28,21.36,94,63,28,0,66,15.55,79.64,66,57,5180.0,False
2026-05-29,ST002,Bengaluru,SKU001,Shampoo 340ml,28,24.84,88,52,28,0,60,14.93,89.44,115,0,9212.0,False
2026-05-29,ST002,Bengaluru,SKU002,Bath Soap 100g,49,43.42,91,0,49,0,42,20.48,150.74,152,0,2695.0,False
2026-05-29,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,35,35.56,156,97,35,0,121,24.62,131.31,121,82,7700.0,False
2026-05-29,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,32,29.59,130,107,32,0,98,16.48,105.23,98,67,4000.0,False
2026-05-29,ST002,Bengaluru,SKU005,Instant Coffee 100g,27,25.63,94,64,27,0,67,16.11,93.02,67,78,4995.0,False
2026-05-29,ST003,Mumbai,SKU001,Shampoo 340ml,21,26.42,59,0,21,0,38,18.47,97.73,138,0,6909.0,False
2026-05-29,ST003,Mumbai,SKU002,Bath Soap 100g,50,45.45,175,0,50,0,125,22.17,158.53,125,125,2750.0,False
2026-05-29,ST003,Mumbai,SKU003,Laundry Detergent 1kg,24,36.8,117,84,24,0,93,20.75,131.14,184,0,5280.0,False
2026-05-29,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,25,30.25,104,0,25,0,79,19.34,110.1,152,0,3125.0,False
2026-05-29,ST003,Mumbai,SKU005,Instant Coffee 100g,21,25.31,86,0,21,0,65,18.63,94.54,135,0,3885.0,False
2026-05-29,ST004,Delhi,SKU001,Shampoo 340ml,30,32.41,56,0,30,0,26,13.47,110.69,139,0,7896.0,False
2026-05-29,ST004,Delhi,SKU002,Bath Soap 100g,39,38.1,143,105,39,0,104,17.17,131.46,104,104,2145.0,False
2026-05-29,ST004,Delhi,SKU003,Laundry Detergent 1kg,34,30.8,107,61,34,0,73,14.42,106.8,73,96,7480.0,False
2026-05-29,ST004,Delhi,SKU004,Dishwash Liquid 500ml,27,27.63,52,0,27,0,25,19.1,101.99,102,0,3375.0,False
2026-05-29,ST004,Delhi,SKU005,Instant Coffee 100g,16,19.76,70,51,16,0,54,13.55,72.82,98,0,2960.0,False
2026-05-29,ST005,Hyderabad,SKU001,Shampoo 340ml,15,21.68,71,57,15,0,56,14.68,79.71,105,0,4935.0,False
2026-05-29,ST005,Hyderabad,SKU002,Bath Soap 100g,37,37.83,105,0,37,0,68,22.68,136.17,167,0,2035.0,False
2026-05-29,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,23,30.17,132,77,23,0,109,17.38,107.89,109,0,5060.0,False
2026-05-29,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,16,24.33,40,0,16,0,24,12.95,85.93,91,0,2000.0,False
2026-05-29,ST005,Hyderabad,SKU005,Instant Coffee 100g,22,17.84,53,0,22,0,31,15.17,68.69,84,0,4070.0,False
2026-05-30,ST001,Chennai,SKU001,Shampoo 340ml,27,27.15,90,0,27,0,63,16.99,98.42,63,90,8883.0,False
2026-05-30,ST001,Chennai,SKU002,Bath Soap 100g,53,49.3,157,117,53,0,104,19.1,166.99,104,162,2915.0,False
2026-05-30,ST001,Chennai,SKU003,Laundry Detergent 1kg,42,37.66,108,66,42,0,66,17.98,130.95,144,0,9240.0,False
2026-05-30,ST001,Chennai,SKU004,Dishwash Liquid 500ml,38,36.35,88,0,38,0,50,20.51,129.55,129,74,4275.0,False
2026-05-30,ST001,Chennai,SKU005,Instant Coffee 100g,26,24.51,66,0,26,0,40,15.72,89.24,97,0,4810.0,False
2026-05-30,ST002,Bengaluru,SKU001,Shampoo 340ml,29,28.85,60,0,29,0,31,14.98,101.51,86,74,9541.0,False
2026-05-30,ST002,Bengaluru,SKU002,Bath Soap 100g,58,49.07,152,110,58,0,94,20.32,167.53,94,172,3190.0,False
2026-05-30,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,34,38.89,121,0,34,0,87,24.07,140.74,169,0,7480.0,False
2026-05-30,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,34,34.12,98,0,34,0,64,16.38,118.75,131,0,4250.0,False
2026-05-30,ST002,Bengaluru,SKU005,Instant Coffee 100g,21,26.64,67,0,21,0,46,14.91,94.84,124,0,3885.0,False
2026-05-30,ST003,Mumbai,SKU001,Shampoo 340ml,25,31.78,138,100,25,0,113,18.75,114.09,113,65,8225.0,False
2026-05-30,ST003,Mumbai,SKU002,Bath Soap 100g,54,51.84,125,0,54,0,71,22.1,177.61,196,0,2970.0,False
2026-05-30,ST003,Mumbai,SKU003,Laundry Detergent 1kg,57,45.76,93,0,57,0,36,22.17,159.44,127,124,11286.0,False
2026-05-30,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,43,35.62,79,0,43,0,36,19.6,126.45,109,89,5375.0,False
2026-05-30,ST003,Mumbai,SKU005,Instant Coffee 100g,24,30.27,65,0,24,0,41,18.63,109.45,111,0,4440.0,False
2026-05-30,ST004,Delhi,SKU001,Shampoo 340ml,23,24.81,74,48,23,0,51,13.97,88.39,116,0,7567.0,False
2026-05-30,ST004,Delhi,SKU002,Bath Soap 100g,43,42.29,104,0,43,0,61,17.17,144.04,165,0,2365.0,False
2026-05-30,ST004,Delhi,SKU003,Laundry Detergent 1kg,33,34.16,73,0,33,0,40,14.42,116.9,136,0,7260.0,False
2026-05-30,ST004,Delhi,SKU004,Dishwash Liquid 500ml,33,33.0,102,77,33,0,69,19.08,118.1,69,116,4125.0,False
2026-05-30,ST004,Delhi,SKU005,Instant Coffee 100g,18,23.34,54,0,18,0,36,13.43,83.44,80,51,3330.0,False
2026-05-30,ST005,Hyderabad,SKU001,Shampoo 340ml,23,23.95,56,0,23,0,33,14.54,86.39,82,53,7567.0,False
2026-05-30,ST005,Hyderabad,SKU002,Bath Soap 100g,40,39.98,68,0,40,0,28,22.65,142.59,127,96,2200.0,False
2026-05-30,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,31,35.25,109,0,31,0,78,18.05,123.79,78,117,6820.0,False
2026-05-30,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,31,30.35,91,67,31,0,60,14.43,105.49,60,107,3487.5,False
2026-05-30,ST005,Hyderabad,SKU005,Instant Coffee 100g,30,23.11,31,0,30,0,1,15.21,84.54,54,77,5550.0,False
2026-05-31,ST001,Chennai,SKU001,Shampoo 340ml,25,28.83,63,0,25,0,38,16.93,103.42,128,0,8225.0,False
2026-05-31,ST001,Chennai,SKU002,Bath Soap 100g,44,47.13,104,0,44,0,60,19.55,160.95,222,0,2420.0,False
2026-05-31,ST001,Chennai,SKU003,Laundry Detergent 1kg,40,37.05,66,0,40,0,26,18.54,129.69,104,100,8800.0,False
2026-05-31,ST001,Chennai,SKU004,Dishwash Liquid 500ml,30,32.98,50,0,30,0,20,20.82,119.77,173,0,3750.0,False
2026-05-31,ST001,Chennai,SKU005,Instant Coffee 100g,28,24.12,40,0,28,0,12,14.94,87.31,69,67,5180.0,False
2026-05-31,ST002,Bengaluru,SKU001,Shampoo 340ml,34,30.16,86,55,34,0,52,15.03,105.51,126,0,11186.0,False
2026-05-31,ST002,Bengaluru,SKU002,Bath Soap 100g,54,49.5,94,0,54,0,40,21.14,169.63,212,0,2970.0,False
2026-05-31,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,30,39.21,87,0,30,0,57,24.16,141.79,139,82,6600.0,False
2026-05-31,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,33,33.02,64,0,33,0,31,16.41,115.46,98,84,4125.0,False
2026-05-31,ST002,Bengaluru,SKU005,Instant Coffee 100g,31,28.43,46,0,31,0,15,14.8,100.11,93,64,5735.0,False
2026-05-31,ST003,Mumbai,SKU001,Shampoo 340ml,25,29.68,113,0,25,0,88,18.52,107.57,153,0,8225.0,False
2026-05-31,ST003,Mumbai,SKU002,Bath Soap 100g,39,47.38,71,0,39,0,32,20.87,163.01,157,101,2145.0,False
2026-05-31,ST003,Mumbai,SKU003,Laundry Detergent 1kg,43,45.43,127,91,43,0,84,23.23,159.52,208,0,9460.0,False
2026-05-31,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,29,32.19,109,73,29,0,80,20.44,117.01,169,0,3625.0,False
2026-05-31,ST003,Mumbai,SKU005,Instant Coffee 100g,32,25.91,111,70,32,0,79,18.3,96.01,79,69,5920.0,False
2026-05-31,ST004,Delhi,SKU001,Shampoo 340ml,26,25.61,116,65,26,0,90,13.92,90.76,90,52,8554.0,False
2026-05-31,ST004,Delhi,SKU002,Bath Soap 100g,39,40.83,61,0,39,0,22,16.95,139.43,126,96,2145.0,False
2026-05-31,ST004,Delhi,SKU003,Laundry Detergent 1kg,29,34.6,40,0,29,0,11,14.29,118.1,107,81,6380.0,False
2026-05-31,ST004,Delhi,SKU004,Dishwash Liquid 500ml,29,30.57,69,0,29,0,40,19.04,110.75,156,0,3625.0,False
2026-05-31,ST004,Delhi,SKU005,Instant Coffee 100g,30,23.08,80,44,30,0,50,13.55,82.79,101,0,5550.0,False
2026-05-31,ST005,Hyderabad,SKU001,Shampoo 340ml,26,23.73,82,49,26,0,56,14.55,85.75,109,0,8554.0,False
2026-05-31,ST005,Hyderabad,SKU002,Bath Soap 100g,38,40.27,127,99,38,0,89,22.65,143.45,185,0,2090.0,False
2026-05-31,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,43,31.88,78,0,43,0,35,17.71,113.36,152,0,9460.0,False
2026-05-31,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,31,28.1,60,0,31,0,29,13.33,97.62,136,0,3875.0,False
2026-05-31,ST005,Hyderabad,SKU005,Instant Coffee 100g,24,21.79,54,53,24,0,30,15.97,81.33,107,0,4440.0,False
