date,store_id,city,sku_id,product_name,actual_demand,predicted_demand,received_qty,opening_inventory,units_sold,lost_sales,ending_inventory,safety_stock,reorder_point,inventory_position,order_qty,optimized_revenue,stockout_flag
2026-05-19,ST002,Bengaluru,SKU005,Instant Coffee 100g,21,27.74,0,81,21,0,60,17.43,100.64,230,0,3496.5,False
2026-05-19,ST003,Mumbai,SKU001,Shampoo 340ml,26,24.63,0,92,26,0,66,18.26,92.15,251,0,8554.0,False
2026-05-19,ST003,Mumbai,SKU002,Bath Soap 100g,57,47.47,0,222,57,0,165,21.73,164.13,165,0,3135.0,False
2026-05-19,ST003,Mumbai,SKU003,Laundry Detergent 1kg,37,35.61,0,249,37,0,212,23.53,130.37,212,0,8140.0,False
2026-05-19,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,26,31.17,0,170,26,0,144,15.82,109.33,144,0,3250.0,False
2026-05-19,ST003,Mumbai,SKU005,Instant Coffee 100g,22,23.41,0,115,22,0,93,16.94,87.17,93,0,4070.0,False
2026-05-19,ST004,Delhi,SKU001,Shampoo 340ml,22,24.4,0,91,22,0,69,16.29,89.48,69,192,6876.1,False
2026-05-19,ST004,Delhi,SKU002,Bath Soap 100g,35,38.48,0,139,35,0,104,20.2,135.65,104,302,1925.0,False
2026-05-19,ST004,Delhi,SKU003,Laundry Detergent 1kg,30,30.75,0,173,30,0,143,14.74,106.99,143,0,6600.0,False
2026-05-19,ST004,Delhi,SKU004,Dishwash Liquid 500ml,35,25.64,0,120,35,0,85,15.54,92.47,85,187,4375.0,False
2026-05-19,ST004,Delhi,SKU005,Instant Coffee 100g,19,19.24,0,72,19,0,53,13.63,71.34,196,0,3515.0,False
2026-05-19,ST005,Hyderabad,SKU001,Shampoo 340ml,18,21.32,0,108,18,0,90,12.49,76.44,90,0,5922.0,False
2026-05-19,ST005,Hyderabad,SKU002,Bath Soap 100g,39,34.81,0,209,39,0,170,21.1,125.53,170,0,2145.0,False
2026-05-19,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,21,30.01,0,127,21,0,106,20.88,110.91,106,215,4620.0,False
2026-05-19,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,23,25.66,0,113,23,0,90,12.29,89.28,90,0,2875.0,False
2026-05-19,ST005,Hyderabad,SKU005,Instant Coffee 100g,25,18.79,0,94,25,0,69,14.95,71.32,69,134,4625.0,False
2026-05-20,ST001,Chennai,SKU001,Shampoo 340ml,21,24.44,245,287,21,0,266,15.11,88.43,266,0,6909.0,False
2026-05-20,ST001,Chennai,SKU002,Bath Soap 100g,52,42.31,0,98,52,0,46,21.46,148.39,370,0,2860.0,False
2026-05-20,ST001,Chennai,SKU003,Laundry Detergent 1kg,33,32.38,0,72,33,0,39,22.65,119.79,288,0,7260.0,False
2026-05-20,ST001,Chennai,SKU004,Dishwash Liquid 500ml,31,29.39,0,98,31,0,67,19.63,107.79,289,0,3875.0,False
2026-05-20,ST001,Chennai,SKU005,Instant Coffee 100g,18,22.23,0,122,18,0,104,13.38,80.06,104,0,3330.0,False
2026-05-20,ST002,Bengaluru,SKU001,Shampoo 340ml,18,25.25,0,121,18,0,103,15.7,91.46,103,0,5922.0,False
2026-05-20,ST002,Bengaluru,SKU002,Bath Soap 100g,47,42.22,0,131,47,0,84,20.91,147.59,404,0,2585.0,False
2026-05-20,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,45,36.09,295,351,45,0,306,22.21,130.47,306,0,9405.0,False
2026-05-20,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,27,28.98,0,86,27,0,59,17.74,104.68,287,0,3375.0,False
2026-05-20,ST002,Bengaluru,SKU005,Instant Coffee 100g,20,23.33,0,60,20,0,40,16.84,86.84,210,0,3700.0,False
2026-05-20,ST003,Mumbai,SKU001,Shampoo 340ml,36,28.67,0,66,36,0,30,18.3,104.3,215,0,10659.6,False
2026-05-20,ST003,Mumbai,SKU002,Bath Soap 100g,53,46.89,0,165,53,0,112,21.92,162.58,112,379,2915.0,False
2026-05-20,ST003,Mumbai,SKU003,Laundry Detergent 1kg,42,35.86,0,212,42,0,170,23.55,131.13,170,0,9240.0,False
2026-05-20,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,24,29.88,0,144,24,0,120,16.22,105.87,120,0,3000.0,False
2026-05-20,ST003,Mumbai,SKU005,Instant Coffee 100g,17,23.35,0,93,17,0,76,15.76,85.8,76,174,3145.0,False
2026-05-20,ST004,Delhi,SKU001,Shampoo 340ml,24,21.9,0,69,24,0,45,15.39,81.09,237,0,7896.0,False
2026-05-20,ST004,Delhi,SKU002,Bath Soap 100g,38,38.68,0,104,38,0,66,18.51,134.55,368,0,2090.0,False
2026-05-20,ST004,Delhi,SKU003,Laundry Detergent 1kg,35,31.73,0,143,35,0,108,14.6,109.8,108,224,7700.0,False
2026-05-20,ST004,Delhi,SKU004,Dishwash Liquid 500ml,37,26.47,0,85,37,0,48,16.01,95.41,235,0,4393.75,False
2026-05-20,ST004,Delhi,SKU005,Instant Coffee 100g,16,20.46,0,53,16,0,37,13.55,74.95,180,0,2960.0,False
2026-05-20,ST005,Hyderabad,SKU001,Shampoo 340ml,23,20.32,0,90,23,0,67,12.55,73.51,67,149,7567.0,False
2026-05-20,ST005,Hyderabad,SKU002,Bath Soap 100g,38,36.41,0,170,38,0,132,20.94,130.18,132,0,2090.0,False
2026-05-20,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,33,29.82,0,106,33,0,73,21.42,110.88,288,0,7260.0,False
2026-05-20,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,24,25.59,0,90,24,0,66,12.43,89.19,66,203,3000.0,False
2026-05-20,ST005,Hyderabad,SKU005,Instant Coffee 100g,26,17.54,0,69,26,0,43,14.81,67.42,177,0,4810.0,False
2026-05-21,ST001,Chennai,SKU001,Shampoo 340ml,28,24.39,0,266,28,0,238,15.39,88.55,238,0,9212.0,False
2026-05-21,ST001,Chennai,SKU002,Bath Soap 100g,48,46.4,324,370,48,0,322,20.42,159.63,322,0,2508.0,False
2026-05-21,ST001,Chennai,SKU003,Laundry Detergent 1kg,31,33.84,249,288,31,0,257,22.09,123.61,257,0,6820.0,False
2026-05-21,ST001,Chennai,SKU004,Dishwash Liquid 500ml,26,30.49,0,67,26,0,41,19.62,111.1,263,0,3250.0,False
2026-05-21,ST001,Chennai,SKU005,Instant Coffee 100g,15,21.71,0,104,15,0,89,12.7,77.82,89,0,2775.0,False
2026-05-21,ST002,Bengaluru,SKU001,Shampoo 340ml,34,25.45,0,103,34,0,69,15.98,92.32,69,202,11186.0,False
2026-05-21,ST002,Bengaluru,SKU002,Bath Soap 100g,45,42.29,0,84,45,0,39,19.99,146.85,359,0,2475.0,False
2026-05-21,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,50,43.27,0,306,50,0,256,22.0,151.82,256,0,8800.0,False
2026-05-21,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,31,29.51,0,59,31,0,28,17.83,106.37,256,0,3875.0,False
2026-05-21,ST002,Bengaluru,SKU005,Instant Coffee 100g,22,23.85,170,210,22,0,188,17.01,88.56,188,0,4070.0,False
2026-05-21,ST003,Mumbai,SKU001,Shampoo 340ml,30,26.24,185,215,30,0,185,18.77,97.5,185,0,9870.0,False
2026-05-21,ST003,Mumbai,SKU002,Bath Soap 100g,35,46.76,0,112,35,0,77,21.92,162.19,456,0,1925.0,False
2026-05-21,ST003,Mumbai,SKU003,Laundry Detergent 1kg,32,35.92,0,170,32,0,138,23.57,131.32,138,0,7040.0,False
2026-05-21,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,24,30.71,0,120,24,0,96,16.52,108.66,96,228,3000.0,False
2026-05-21,ST003,Mumbai,SKU005,Instant Coffee 100g,35,22.88,0,76,35,0,41,16.33,84.98,215,0,6475.0,False
2026-05-21,ST004,Delhi,SKU001,Shampoo 340ml,23,21.48,0,45,23,0,22,15.13,79.57,214,0,7567.0,False
2026-05-21,ST004,Delhi,SKU002,Bath Soap 100g,31,39.3,0,66,31,0,35,18.57,136.46,337,0,1705.0,False
2026-05-21,ST004,Delhi,SKU003,Laundry Detergent 1kg,33,31.52,0,108,33,0,75,14.64,109.2,299,0,7260.0,False
2026-05-21,ST004,Delhi,SKU004,Dishwash Liquid 500ml,32,32.66,0,48,32,0,16,16.7,114.67,203,0,3400.0,False
2026-05-21,ST004,Delhi,SKU005,Instant Coffee 100g,14,20.06,143,180,14,0,166,12.31,72.5,166,0,2590.0,False
2026-05-21,ST005,Hyderabad,SKU001,Shampoo 340ml,20,20.67,0,67,20,0,47,12.6,74.62,196,0,6580.0,False
2026-05-21,ST005,Hyderabad,SKU002,Bath Soap 100g,46,37.7,0,132,46,0,86,20.87,133.95,86,312,2530.0,False
2026-05-21,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,26,29.62,0,73,26,0,47,21.08,109.92,262,0,5720.0,False
2026-05-21,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,36,33.44,0,66,36,0,30,11.99,112.3,233,0,3600.0,False
2026-05-21,ST005,Hyderabad,SKU005,Instant Coffee 100g,22,16.39,0,43,22,0,21,15.32,64.48,155,0,4070.0,False
2026-05-22,ST001,Chennai,SKU001,Shampoo 340ml,27,25.58,0,238,27,0,211,15.42,92.17,211,0,8883.0,False
2026-05-22,ST001,Chennai,SKU002,Bath Soap 100g,42,40.6,0,322,42,0,280,20.37,142.17,280,0,2310.0,False
2026-05-22,ST001,Chennai,SKU003,Laundry Detergent 1kg,32,32.14,0,257,32,0,225,21.37,117.79,225,0,7040.0,False
2026-05-22,ST001,Chennai,SKU004,Dishwash Liquid 500ml,23,32.31,222,263,23,0,240,19.28,116.21,240,0,2875.0,False
2026-05-22,ST001,Chennai,SKU005,Instant Coffee 100g,15,21.87,0,89,15,0,74,13.48,79.08,74,159,2775.0,False
2026-05-22,ST002,Bengaluru,SKU001,Shampoo 340ml,27,25.11,0,69,27,0,42,16.5,91.85,244,0,8883.0,False
2026-05-22,ST002,Bengaluru,SKU002,Bath Soap 100g,49,41.79,320,359,49,0,310,19.48,144.85,310,0,2695.0,False
2026-05-22,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,37,36.31,0,256,37,0,219,22.72,131.64,219,0,8140.0,False
2026-05-22,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,32,28.8,228,256,32,0,224,16.86,103.27,224,0,4000.0,False
2026-05-22,ST002,Bengaluru,SKU005,Instant Coffee 100g,18,22.27,0,188,18,0,170,16.16,82.97,170,0,3330.0,False
2026-05-22,ST003,Mumbai,SKU001,Shampoo 340ml,48,31.62,0,185,48,0,137,18.04,112.9,137,0,14212.8,False
2026-05-22,ST003,Mumbai,SKU002,Bath Soap 100g,47,46.5,0,77,47,0,30,23.55,163.04,409,0,2585.0,False
2026-05-22,ST003,Mumbai,SKU003,Laundry Detergent 1kg,38,37.1,0,138,38,0,100,23.23,134.53,100,295,8360.0,False
2026-05-22,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,20,30.51,0,96,20,0,76,17.06,108.58,304,0,2500.0,False
2026-05-22,ST003,Mumbai,SKU005,Instant Coffee 100g,28,24.41,0,41,28,0,13,16.89,90.1,187,0,5180.0,False
2026-05-22,ST004,Delhi,SKU001,Shampoo 340ml,17,21.89,192,214,17,0,197,15.12,80.79,197,0,5593.0,False
2026-05-22,ST004,Delhi,SKU002,Bath Soap 100g,38,38.73,302,337,38,0,299,18.21,134.41,299,0,2090.0,False
2026-05-22,ST004,Delhi,SKU003,Laundry Detergent 1kg,27,31.08,0,75,27,0,48,14.62,107.87,272,0,5940.0,False
2026-05-22,ST004,Delhi,SKU004,Dishwash Liquid 500ml,25,24.78,187,203,25,0,178,16.32,90.67,178,0,3125.0,False
2026-05-22,ST004,Delhi,SKU005,Instant Coffee 100g,31,22.09,0,166,31,0,135,12.95,79.23,135,0,5448.25,False
2026-05-22,ST005,Hyderabad,SKU001,Shampoo 340ml,38,28.97,0,47,38,0,9,11.55,98.46,158,0,10001.6,False
2026-05-22,ST005,Hyderabad,SKU002,Bath Soap 100g,37,36.76,0,86,37,0,49,21.26,131.55,361,0,2035.0,False
2026-05-22,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,32,29.64,215,262,32,0,230,21.25,110.17,230,0,7040.0,False
2026-05-22,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,27,26.74,0,30,27,0,3,13.03,93.26,206,0,3375.0,False
2026-05-22,ST005,Hyderabad,SKU005,Instant Coffee 100g,32,17.27,134,155,32,0,123,15.23,67.03,123,0,5920.0,False
2026-05-23,ST001,Chennai,SKU001,Shampoo 340ml,33,28.2,0,211,33,0,178,15.29,99.88,178,0,10857.0,False
2026-05-23,ST001,Chennai,SKU002,Bath Soap 100g,45,47.04,0,280,45,0,235,19.5,160.61,235,0,2475.0,False
2026-05-23,ST001,Chennai,SKU003,Laundry Detergent 1kg,28,36.77,0,225,28,0,197,21.27,131.59,197,0,6160.0,False
2026-05-23,ST001,Chennai,SKU004,Dishwash Liquid 500ml,29,32.63,0,240,29,0,211,18.35,116.24,211,0,3625.0,False
2026-05-23,ST001,Chennai,SKU005,Instant Coffee 100g,16,24.95,0,74,16,0,58,14.17,89.03,217,0,2960.0,False
2026-05-23,ST002,Bengaluru,SKU001,Shampoo 340ml,33,28.24,0,42,33,0,9,16.5,101.24,211,0,10857.0,False
2026-05-23,ST002,Bengaluru,SKU002,Bath Soap 100g,45,51.21,0,310,45,0,265,18.37,172.01,265,0,2475.0,False
2026-05-23,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,47,42.09,0,219,47,0,172,22.46,148.72,172,0,10340.0,False
2026-05-23,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,29,33.81,0,224,29,0,195,16.51,117.95,195,0,3625.0,False
2026-05-23,ST002,Bengaluru,SKU005,Instant Coffee 100g,15,24.9,0,170,15,0,155,16.29,90.99,155,0,2775.0,False
2026-05-23,ST003,Mumbai,SKU001,Shampoo 340ml,28,32.8,0,137,28,0,109,20.4,118.82,109,240,9212.0,False
2026-05-23,ST003,Mumbai,SKU002,Bath Soap 100g,62,54.3,379,409,62,0,347,23.6,186.49,347,0,3239.5,False
2026-05-23,ST003,Mumbai,SKU003,Laundry Detergent 1kg,29,41.66,0,100,29,0,71,22.88,147.86,366,0,6380.0,False
2026-05-23,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,31,35.05,0,76,31,0,45,18.29,123.44,273,0,3875.0,False
2026-05-23,ST003,Mumbai,SKU005,Instant Coffee 100g,43,27.28,174,187,43,0,144,16.85,98.69,144,0,7955.0,False
2026-05-23,ST004,Delhi,SKU001,Shampoo 340ml,22,25.23,0,197,22,0,175,15.5,91.2,175,0,7238.0,False
2026-05-23,ST004,Delhi,SKU002,Bath Soap 100g,46,43.19,0,299,46,0,253,17.05,146.62,253,0,2530.0,False
2026-05-23,ST004,Delhi,SKU003,Laundry Detergent 1kg,24,36.96,224,272,24,0,248,14.91,125.79,248,0,5280.0,False
2026-05-23,ST004,Delhi,SKU004,Dishwash Liquid 500ml,41,34.63,0,178,41,0,137,16.31,120.2,137,0,4356.25,False
2026-05-23,ST004,Delhi,SKU005,Instant Coffee 100g,19,22.8,0,135,19,0,116,13.69,82.09,116,0,3515.0,False
2026-05-23,ST005,Hyderabad,SKU001,Shampoo 340ml,25,25.53,149,158,25,0,133,14.87,91.45,133,0,8225.0,False
2026-05-23,ST005,Hyderabad,SKU002,Bath Soap 100g,39,42.38,0,49,39,0,10,21.19,148.32,322,0,2145.0,False
2026-05-23,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,35,34.22,0,230,35,0,195,20.63,123.28,195,0,7700.0,False
2026-05-23,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,32,29.07,203,206,32,0,174,13.02,100.24,174,0,4000.0,False
2026-05-23,ST005,Hyderabad,SKU005,Instant Coffee 100g,20,25.94,0,123,20,0,103,16.59,94.41,103,0,3330.0,False
2026-05-24,ST001,Chennai,SKU001,Shampoo 340ml,29,31.1,0,178,29,0,149,15.41,108.7,149,0,8586.9,False
2026-05-24,ST001,Chennai,SKU002,Bath Soap 100g,59,45.13,0,235,59,0,176,19.39,154.79,176,0,3245.0,False
2026-05-24,ST001,Chennai,SKU003,Laundry Detergent 1kg,43,38.34,0,197,43,0,154,21.08,136.1,154,0,9460.0,False
2026-05-24,ST001,Chennai,SKU004,Dishwash Liquid 500ml,37,35.34,0,211,37,0,174,18.25,124.28,174,0,4625.0,False
2026-05-24,ST001,Chennai,SKU005,Instant Coffee 100g,30,25.04,0,58,30,0,28,14.64,89.77,187,0,5550.0,False
2026-05-24,ST002,Bengaluru,SKU001,Shampoo 340ml,24,28.53,202,211,24,0,187,15.17,100.76,187,0,7896.0,False
2026-05-24,ST002,Bengaluru,SKU002,Bath Soap 100g,37,48.5,0,265,37,0,228,18.23,163.72,228,0,2035.0,False
2026-05-24,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,48,38.84,0,172,48,0,124,22.46,138.96,124,287,10560.0,False
2026-05-24,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,27,33.43,0,195,27,0,168,16.51,116.8,168,0,3375.0,False
2026-05-24,ST002,Bengaluru,SKU005,Instant Coffee 100g,18,25.35,0,155,18,0,137,16.94,92.99,137,0,3330.0,False
2026-05-24,ST003,Mumbai,SKU001,Shampoo 340ml,31,32.24,0,109,31,0,78,20.26,116.99,318,0,9689.05,False
2026-05-24,ST003,Mumbai,SKU002,Bath Soap 100g,60,53.43,0,347,60,0,287,23.27,183.57,287,0,3300.0,False
2026-05-24,ST003,Mumbai,SKU003,Laundry Detergent 1kg,35,43.7,0,71,35,0,36,22.08,153.18,331,0,7700.0,False
2026-05-24,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,46,41.67,228,273,46,0,227,18.23,143.23,227,0,5175.0,False
2026-05-24,ST003,Mumbai,SKU005,Instant Coffee 100g,32,30.03,0,144,32,0,112,19.09,109.17,112,0,5920.0,False
2026-05-24,ST004,Delhi,SKU001,Shampoo 340ml,22,24.88,0,175,22,0,153,15.47,90.11,153,0,7238.0,False
2026-05-24,ST004,Delhi,SKU002,Bath Soap 100g,49,43.9,0,253,49,0,204,16.71,148.4,204,0,2695.0,False
2026-05-24,ST004,Delhi,SKU003,Laundry Detergent 1kg,38,34.8,0,248,38,0,210,15.43,119.82,210,0,8360.0,False
2026-05-24,ST004,Delhi,SKU004,Dishwash Liquid 500ml,46,32.87,0,137,46,0,91,17.69,116.29,91,256,5175.0,False
2026-05-24,ST004,Delhi,SKU005,Instant Coffee 100g,25,23.25,0,116,25,0,91,13.69,83.44,91,0,4625.0,False
2026-05-24,ST005,Hyderabad,SKU001,Shampoo 340ml,23,24.36,0,133,23,0,110,15.01,88.07,110,0,7567.0,False
2026-05-24,ST005,Hyderabad,SKU002,Bath Soap 100g,48,40.79,312,322,48,0,274,21.04,143.42,274,0,2640.0,False
2026-05-24,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,41,34.6,0,195,41,0,154,18.84,122.62,154,0,9020.0,False
2026-05-24,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,30,30.08,0,174,30,0,144,13.02,103.24,144,0,3375.0,False
2026-05-24,ST005,Hyderabad,SKU005,Instant Coffee 100g,24,22.92,0,103,24,0,79,16.58,85.35,79,167,4440.0,False
2026-05-25,ST001,Chennai,SKU001,Shampoo 340ml,26,23.83,0,149,26,0,123,15.43,86.91,123,0,8554.0,False
2026-05-25,ST001,Chennai,SKU002,Bath Soap 100g,32,44.19,0,176,32,0,144,20.69,153.26,144,319,1760.0,False
2026-05-25,ST001,Chennai,SKU003,Laundry Detergent 1kg,34,32.63,0,154,34,0,120,21.45,119.34,120,0,7480.0,False
2026-05-25,ST001,Chennai,SKU004,Dishwash Liquid 500ml,15,29.36,0,174,15,0,159,17.8,105.87,159,0,1875.0,False
2026-05-25,ST001,Chennai,SKU005,Instant Coffee 100g,24,21.86,159,187,24,0,163,14.64,80.22,163,0,4440.0,False
2026-05-25,ST002,Bengaluru,SKU001,Shampoo 340ml,29,25.8,0,187,29,0,158,15.22,92.61,158,0,9541.0,False
2026-05-25,ST002,Bengaluru,SKU002,Bath Soap 100g,36,42.38,0,228,36,0,192,19.14,146.28,192,0,1980.0,False
2026-05-25,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,26,36.18,0,124,26,0,98,23.03,131.57,385,0,5720.0,False
2026-05-25,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,40,37.37,0,168,40,0,128,16.07,128.17,128,262,4000.0,False
2026-05-25,ST002,Bengaluru,SKU005,Instant Coffee 100g,24,22.85,0,137,24,0,113,16.45,85.0,113,0,4440.0,False
2026-05-25,ST003,Mumbai,SKU001,Shampoo 340ml,21,26.64,0,78,21,0,57,20.09,100.0,297,0,6909.0,False
2026-05-25,ST003,Mumbai,SKU002,Bath Soap 100g,56,59.3,0,287,56,0,231,21.78,199.68,231,0,2464.0,False
2026-05-25,ST003,Mumbai,SKU003,Laundry Detergent 1kg,29,35.8,295,331,29,0,302,20.17,127.57,302,0,6380.0,False
2026-05-25,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,33,29.88,0,227,33,0,194,19.41,109.04,194,0,4125.0,False
2026-05-25,ST003,Mumbai,SKU005,Instant Coffee 100g,32,25.16,0,112,32,0,80,18.47,93.94,80,191,5920.0,False
2026-05-25,ST004,Delhi,SKU001,Shampoo 340ml,24,21.19,0,153,24,0,129,14.8,78.38,129,0,7896.0,False
2026-05-25,ST004,Delhi,SKU002,Bath Soap 100g,33,38.15,0,204,33,0,171,17.12,131.57,171,0,1815.0,False
2026-05-25,ST004,Delhi,SKU003,Laundry Detergent 1kg,34,29.6,0,210,34,0,176,14.04,102.83,176,0,7480.0,False
2026-05-25,ST004,Delhi,SKU004,Dishwash Liquid 500ml,33,27.66,0,91,33,0,58,19.9,102.88,314,0,4125.0,False
2026-05-25,ST004,Delhi,SKU005,Instant Coffee 100g,15,21.09,0,91,15,0,76,13.25,76.54,76,149,2775.0,False
2026-05-25,ST005,Hyderabad,SKU001,Shampoo 340ml,20,20.86,0,110,20,0,90,14.97,77.55,90,0,6580.0,False
2026-05-25,ST005,Hyderabad,SKU002,Bath Soap 100g,46,40.99,0,274,46,0,228,21.17,144.14,228,0,2150.5,False
2026-05-25,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,34,29.2,0,154,34,0,120,19.42,107.02,120,0,7480.0,False
2026-05-25,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,35,31.95,0,144,35,0,109,13.02,108.87,109,0,3718.75,False
2026-05-25,ST005,Hyderabad,SKU005,Instant Coffee 100g,20,17.39,0,79,20,0,59,15.31,67.47,226,0,3700.0,False
2026-05-26,ST001,Chennai,SKU001,Shampoo 340ml,20,24.8,0,123,20,0,103,14.86,89.27,103,0,6580.0,False
2026-05-26,ST001,Chennai,SKU002,Bath Soap 100g,44,43.57,0,144,44,0,100,21.92,152.63,419,0,2420.0,False
2026-05-26,ST001,Chennai,SKU003,Laundry Detergent 1kg,26,31.1,0,120,26,0,94,20.15,113.45,94,238,5720.0,False
2026-05-26,ST001,Chennai,SKU004,Dishwash Liquid 500ml,33,29.08,0,159,33,0,126,19.91,107.16,126,0,4125.0,False
2026-05-26,ST001,Chennai,SKU005,Instant Coffee 100g,24,21.72,0,163,24,0,139,14.64,79.81,139,0,4440.0,False
2026-05-26,ST002,Bengaluru,SKU001,Shampoo 340ml,21,24.11,0,158,21,0,137,15.07,87.39,137,0,6909.0,False
2026-05-26,ST002,Bengaluru,SKU002,Bath Soap 100g,40,42.71,0,192,40,0,152,19.82,147.95,152,0,2200.0,False
2026-05-26,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,44,43.92,0,98,44,0,54,24.02,155.78,341,0,7744.0,False
2026-05-26,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,40,38.9,0,128,40,0,88,16.4,133.1,350,0,4000.0,False
2026-05-26,ST002,Bengaluru,SKU005,Instant Coffee 100g,28,23.65,0,113,28,0,85,16.37,87.33,85,168,5180.0,False
2026-05-26,ST003,Mumbai,SKU001,Shampoo 340ml,37,29.22,240,297,37,0,260,20.45,108.1,260,0,12173.0,False
2026-05-26,ST003,Mumbai,SKU002,Bath Soap 100g,50,46.23,0,231,50,0,181,22.02,160.71,181,0,2750.0,False
2026-05-26,ST003,Mumbai,SKU003,Laundry Detergent 1kg,44,37.31,0,302,44,0,258,20.5,132.44,258,0,9196.0,False
2026-05-26,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,28,31.09,0,194,28,0,166,19.11,112.37,166,0,3500.0,False
2026-05-26,ST003,Mumbai,SKU005,Instant Coffee 100g,17,24.81,0,80,17,0,63,17.46,91.89,254,0,3145.0,False
2026-05-26,ST004,Delhi,SKU001,Shampoo 340ml,21,22.58,0,129,21,0,108,14.74,82.49,108,0,6909.0,False
2026-05-26,ST004,Delhi,SKU002,Bath Soap 100g,40,39.5,0,171,40,0,131,17.61,136.12,131,282,2200.0,False
2026-05-26,ST004,Delhi,SKU003,Laundry Detergent 1kg,23,30.38,0,176,23,0,153,13.98,105.12,153,0,5060.0,False
2026-05-26,ST004,Delhi,SKU004,Dishwash Liquid 500ml,26,27.06,0,58,26,0,32,19.7,100.89,288,0,3250.0,False
2026-05-26,ST004,Delhi,SKU005,Instant Coffee 100g,24,20.16,0,76,24,0,52,13.5,73.99,201,0,4440.0,False
2026-05-26,ST005,Hyderabad,SKU001,Shampoo 340ml,28,20.57,0,90,28,0,62,14.56,76.28,62,159,9212.0,False
2026-05-26,ST005,Hyderabad,SKU002,Bath Soap 100g,39,36.49,0,228,39,0,189,21.35,130.84,189,0,2145.0,False
2026-05-26,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,34,36.18,0,120,34,0,86,19.25,127.78,86,296,6732.0,False
2026-05-26,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,32,23.96,0,109,32,0,77,13.7,85.59,77,177,4000.0,False
2026-05-26,ST005,Hyderabad,SKU005,Instant Coffee 100g,20,18.33,0,59,20,0,39,15.25,70.25,206,0,3700.0,False
2026-05-27,ST001,Chennai,SKU001,Shampoo 340ml,14,24.14,0,103,14,0,89,14.86,87.28,89,0,4606.0,False
2026-05-27,ST001,Chennai,SKU002,Bath Soap 100g,49,43.18,0,100,49,0,51,21.82,151.36,370,0,2560.25,False
2026-05-27,ST001,Chennai,SKU003,Laundry Detergent 1kg,35,32.68,0,94,35,0,59,20.32,118.37,297,0,7700.0,False
2026-05-27,ST001,Chennai,SKU004,Dishwash Liquid 500ml,19,29.38,0,126,19,0,107,19.29,107.43,107,207,2375.0,False
2026-05-27,ST001,Chennai,SKU005,Instant Coffee 100g,13,22.04,0,139,13,0,126,14.43,80.56,126,0,2405.0,False
2026-05-27,ST002,Bengaluru,SKU001,Shampoo 340ml,27,25.26,0,137,27,0,110,15.16,90.94,110,0,8883.0,False
2026-05-27,ST002,Bengaluru,SKU002,Bath Soap 100g,54,44.05,0,152,54,0,98,20.21,152.36,98,363,2970.0,False
2026-05-27,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,38,33.96,287,341,38,0,303,23.99,125.88,303,0,8360.0,False
2026-05-27,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,44,38.15,0,88,44,0,44,15.51,129.97,306,0,4400.0,False
2026-05-27,ST002,Bengaluru,SKU005,Instant Coffee 100g,22,25.22,0,85,22,0,63,16.44,92.09,231,0,4070.0,False
2026-05-27,ST003,Mumbai,SKU001,Shampoo 340ml,34,32.44,0,260,34,0,226,19.79,117.12,226,0,9508.1,False
